Exchange,Base,Quote,Time,Open,High,Low,Close,Quote Volume,Base Volume
KRAKEN,BTC,USD,2022-11-01 07:45,20577.9,20595,20572.9,20595,617186.0105,29.99152857
KRAKEN,BTC,USD,2022-11-01 08:00,20594.9,20634.1,20592.6,20623.4,82939.16661,4.01977763
KRAKEN,BTC,USD,2022-11-01 08:15,20623.4,20623.4,20584.4,20587.3,564616.4205,27.42225814
KRAKEN,BTC,USD,2022-11-01 08:30,20589.5,20596.1,20589.5,20595.8,87560.17748,4.25150833
KRAKEN,BTC,USD,2022-11-01 08:45,20595.8,20595.8,20584.4,20585.4,842245.5642,40.91218045
KRAKEN,BTC,USD,2022-11-01 09:00,20586,20602,20574.7,20602,443045.496,21.51773156
KRAKEN,BTC,USD,2022-11-01 09:15,20596.2,20606.3,20557.5,20566.3,864400.7846,41.98884699
KRAKEN,BTC,USD,2022-11-01 09:30,20566.2,20625.7,20554.7,20625.7,727323.6693,35.3208308
KRAKEN,BTC,USD,2022-11-01 09:45,20630,20677,20574.8,20595.8,552931.8133,26.79768474
KRAKEN,BTC,USD,2022-11-01 10:00,20595.8,20641.1,20585,20641.1,90194.9167,4.37779193
KRAKEN,BTC,USD,2022-11-01 10:15,20638.6,20638.6,20611.5,20611.6,129674.3094,6.289723
KRAKEN,BTC,USD,2022-11-01 10:30,20612,20648.6,20606.1,20640.6,349011.7163,16.90917257
KRAKEN,BTC,USD,2022-11-01 10:45,20640.7,20640.9,20618.7,20618.7,202452.5599,9.8089669
KRAKEN,BTC,USD,2022-11-01 11:00,20618.7,20618.7,20546.6,20554.1,567183.753,27.57367753
KRAKEN,BTC,USD,2022-11-01 11:15,20557.6,20557.6,20500,20519.4,973945.9405,47.45239653
KRAKEN,BTC,USD,2022-11-01 11:30,20519.7,20543,20517.7,20525,75385.92635,3.6716471
KRAKEN,BTC,USD,2022-11-01 11:45,20525,20545,20521.8,20524.3,399223.3388,19.4403472
KRAKEN,BTC,USD,2022-11-01 12:00,20524.9,20539.2,20482.1,20526.6,321318.3979,15.6682711
KRAKEN,BTC,USD,2022-11-01 12:15,20528.4,20544.4,20528.4,20541.8,702688.612,34.22697709
KRAKEN,BTC,USD,2022-11-01 12:30,20541.9,20562.8,20541.8,20548.2,194242.324,9.45284027
KRAKEN,BTC,USD,2022-11-01 12:45,20548.3,20563.5,20526.6,20549.3,206253.141,10.03756727
KRAKEN,BTC,USD,2022-11-01 13:00,20549.2,20549.3,20526.6,20529,333902.2947,16.26113353
KRAKEN,BTC,USD,2022-11-01 13:15,20528.8,20546.3,20519.9,20530.8,150261.5371,7.31902468
KRAKEN,BTC,USD,2022-11-01 13:30,20530.8,20551.3,20435.9,20458.8,1646307.607,80.37660281
KRAKEN,BTC,USD,2022-11-01 13:45,20458.7,20458.7,20370,20423,758763.1389,37.18322237
KRAKEN,BTC,USD,2022-11-01 14:00,20423.4,20424.2,20339.4,20386.4,2337255.824,114.7980663
KRAKEN,BTC,USD,2022-11-01 14:15,20383.6,20449.6,20382.4,20445,351732.6961,17.2245548
KRAKEN,BTC,USD,2022-11-01 14:30,20445,20475.6,20405.7,20414.1,731186.78,35.78461722
KRAKEN,BTC,USD,2022-11-01 14:45,20414.1,20416.5,20388.1,20399.4,285910.9836,14.01502424
KRAKEN,BTC,USD,2022-11-01 15:00,20406.7,20452.9,20390.4,20449.2,1787678.811,87.59220477
KRAKEN,BTC,USD,2022-11-01 15:15,20448.7,20455.1,20430.8,20443.1,146606.9281,7.17175449
KRAKEN,BTC,USD,2022-11-01 15:30,20447.8,20457.5,20399.4,20401,389457.4828,19.08321613
KRAKEN,BTC,USD,2022-11-01 15:45,20402.5,20451.1,20398.8,20450.6,170600.2116,8.35617709
KRAKEN,BTC,USD,2022-11-01 16:00,20450.5,20500,20440,20468.2,312442.1036,15.26859028
KRAKEN,BTC,USD,2022-11-01 16:15,20468.3,20472,20428.3,20428.3,434146.5721,21.24037064
KRAKEN,BTC,USD,2022-11-01 16:30,20427,20453.8,20414.2,20450.3,380664.1211,18.64063643
KRAKEN,BTC,USD,2022-11-01 16:45,20452.3,20453.6,20388.2,20406.6,393462.9216,19.2766397
KRAKEN,BTC,USD,2022-11-01 17:00,20406.6,20439.3,20376.6,20431.2,3472783.439,170.2744745
KRAKEN,BTC,USD,2022-11-01 17:15,20431.1,20446.3,20416.2,20446.3,119620.3982,5.85312446
KRAKEN,BTC,USD,2022-11-01 17:30,20446.2,20450.6,20412.2,20427.6,99354.52837,4.86122827
