Exchange,Base,Quote,Time,Open,High,Low,Close,Quote Volume,Base Volume
KRAKEN,BTC,USD,2022-12-20 06:00,16788,16808.1,16773.3,16807.4,217476.2451,12.94459204
KRAKEN,BTC,USD,2022-12-20 06:15,16807.3,16807.4,16750.2,16776.2,1218361.735,72.61098527
KRAKEN,BTC,USD,2022-12-20 06:30,16776.2,16807.6,16776.2,16797,627805.7099,37.39332992
KRAKEN,BTC,USD,2022-12-20 06:45,16797.1,16836.8,16794.8,16834.4,185627.6588,11.03981241
KRAKEN,BTC,USD,2022-12-20 07:00,16840,16840,16807.1,16807.1,112533.085,6.68757512
KRAKEN,BTC,USD,2022-12-20 07:15,16810.2,16814.6,16791.5,16803.5,99728.23181,5.93622597
KRAKEN,BTC,USD,2022-12-20 07:30,16804.9,16807.9,16788.5,16791.9,67794.81126,4.03574677
KRAKEN,BTC,USD,2022-12-20 07:45,16791.8,16820.7,16785,16804.9,191573.1189,11.39528544
KRAKEN,BTC,USD,2022-12-20 08:00,16805,16820.7,16792.2,16793.1,84501.19328,5.0281641
KRAKEN,BTC,USD,2022-12-20 08:15,16794.3,16796.1,16771.3,16788.1,205724.1126,12.25829813
KRAKEN,BTC,USD,2022-12-20 08:30,16787.5,16807,16776.5,16807,118653.6919,7.06427436
KRAKEN,BTC,USD,2022-12-20 08:45,16807.1,16831.9,16807,16824.9,1469033.669,87.33639251
KRAKEN,BTC,USD,2022-12-20 09:00,16829.8,16831.9,16816.3,16831.8,99931.80419,5.93908482
KRAKEN,BTC,USD,2022-12-20 09:15,16831.8,16831.9,16818.7,16827.9,15664.26802,0.93092192
KRAKEN,BTC,USD,2022-12-20 09:30,16827.8,16854.3,16826.8,16831.8,176178.7825,10.4656695
KRAKEN,BTC,USD,2022-12-20 09:45,16831.7,16831.9,16807,16814.3,200191.1989,11.90069096
KRAKEN,BTC,USD,2022-12-20 10:00,16814.3,16831.7,16807,16807.1,99233.53856,5.90245472
KRAKEN,BTC,USD,2022-12-20 10:15,16807,16807.1,16793.1,16797.5,338107.5739,20.12898496
KRAKEN,BTC,USD,2022-12-20 10:30,16797.5,16815.5,16783.6,16785.1,181530.5856,10.80592806
KRAKEN,BTC,USD,2022-12-20 10:45,16784.1,16793.8,16772,16772.6,424429.7384,25.29327395
KRAKEN,BTC,USD,2022-12-20 11:00,16772.5,16803.2,16770,16799.5,433347.5445,25.81825326
KRAKEN,BTC,USD,2022-12-20 11:15,16799.5,16844.2,16799.5,16822.2,93278.74875,5.54385566
KRAKEN,BTC,USD,2022-12-20 11:30,16821,16822.2,16806.1,16809,46175.87432,2.74686062
KRAKEN,BTC,USD,2022-12-20 11:45,16809,16815.5,16808.9,16812.3,327734.2364,19.49513703
KRAKEN,BTC,USD,2022-12-20 12:00,16812.3,16825.5,16812.3,16824.9,86814.88691,5.16098084
KRAKEN,BTC,USD,2022-12-20 12:15,16824.8,16847.1,16806.4,16806.4,565139.1971,33.57895556
KRAKEN,BTC,USD,2022-12-20 12:30,16806.5,16827.9,16803.7,16827.8,63807.57933,3.79518108
KRAKEN,BTC,USD,2022-12-20 12:45,16827.9,16837,16819.8,16822.8,395971.1711,23.5367496
KRAKEN,BTC,USD,2022-12-20 13:00,16822.8,16829.4,16806.6,16818.2,101984.9385,6.0654207
KRAKEN,BTC,USD,2022-12-20 13:15,16818.2,16829.8,16811.5,16817.9,162829.8781,9.67781897
KRAKEN,BTC,USD,2022-12-20 13:30,16817.9,16823.9,16787.2,16823.3,324526.1012,19.30657969
KRAKEN,BTC,USD,2022-12-20 13:45,16823.3,16823.3,16796.2,16798.4,28751.77431,1.7103213
KRAKEN,BTC,USD,2022-12-20 14:00,16797.2,16806.5,16785.1,16798.1,128162.9735,7.62920002
KRAKEN,BTC,USD,2022-12-20 14:15,16800.9,16803.5,16787.3,16800.3,187043.9376,11.13647814
KRAKEN,BTC,USD,2022-12-20 14:30,16799.3,16835.3,16791.5,16800.9,223547.5119,13.29372824
KRAKEN,BTC,USD,2022-12-20 14:45,16799.8,16975,16709.5,16905.9,2773546.172,164.735776
KRAKEN,BTC,USD,2022-12-20 15:00,16903,16972,16902.9,16937.8,1941575.546,114.6257863
KRAKEN,BTC,USD,2022-12-20 15:15,16937.8,17039.8,16920,16974.8,1596948.844,93.99494942
KRAKEN,BTC,USD,2022-12-20 15:30,16976.1,17067.8,16958.5,16966,670369.8889,39.42762281
KRAKEN,BTC,USD,2022-12-20 15:45,16967.2,16967.2,16924.6,16925.2,1393565.878,82.26691216
KRAKEN,BTC,USD,2022-12-20 16:00,16925.1,16925.2,16882.3,16883.3,501552.6434,29.67801572
KRAKEN,BTC,USD,2022-12-20 16:15,16883.3,16883.3,16793,16807,1863389.402,110.7027118
KRAKEN,BTC,USD,2022-12-20 16:30,16800.7,16821.5,16780.1,16817.1,538488.3465,32.05983216
KRAKEN,BTC,USD,2022-12-20 16:45,16817,16849.2,16813.8,16843.2,436306.4428,25.92292682
KRAKEN,BTC,USD,2022-12-20 17:00,16842,16848.3,16815.3,16815.3,309435.3229,18.38450348
KRAKEN,BTC,USD,2022-12-20 17:15,16815.4,16832.8,16800,16817.7,967446.4364,57.56538973
KRAKEN,BTC,USD,2022-12-20 17:30,16811.8,16822.3,16793.6,16809.4,653292.0171,38.88023171
KRAKEN,BTC,USD,2022-12-20 17:45,16806.7,16812.8,16797.8,16810.1,1078258.344,64.16960576
KRAKEN,BTC,USD,2022-12-20 18:00,16810,16820.4,16798.8,16805.1,226823.4859,13.49507396
KRAKEN,BTC,USD,2022-12-20 18:15,16805.2,16812.1,16766.7,16812,278035.3046,16.55579694
KRAKEN,BTC,USD,2022-12-20 18:30,16812.1,16850.4,16812,16837,323393.7374,19.20599774
KRAKEN,BTC,USD,2022-12-20 18:45,16836.4,16845.5,16825.2,16842,264598.6365,15.71575659
KRAKEN,BTC,USD,2022-12-20 19:00,16841,16876.5,16840.9,16866.9,909946.8305,54.00626006
KRAKEN,BTC,USD,2022-12-20 19:15,16867,16877.1,16855.1,16875.5,150265.5189,8.90989873
KRAKEN,BTC,USD,2022-12-20 19:30,16876.5,16913.7,16876.5,16894.8,603395.9461,35.71429876
KRAKEN,BTC,USD,2022-12-20 19:45,16894.9,16898.4,16867,16895.3,670564.1794,39.72627586
KRAKEN,BTC,USD,2022-12-20 20:00,16895.3,16898.4,16869.9,16882.2,5037178.323,298.4220118
KRAKEN,BTC,USD,2022-12-20 20:15,16882.2,16925.1,16871.9,16924.9,5417719.049,320.5414637
KRAKEN,BTC,USD,2022-12-20 20:30,16925,16925,16888.4,16892.3,956826.7782,56.59557937
KRAKEN,BTC,USD,2022-12-20 20:45,16892.3,16892.4,16845.3,16861.9,371278.5026,22.00889853
KRAKEN,BTC,USD,2022-12-20 21:00,16861.9,16880.6,16840.9,16844.4,2696939.673,159.8883152
KRAKEN,BTC,USD,2022-12-20 21:15,16844.4,16861.1,16841,16857.1,620824.2744,36.83788923
KRAKEN,BTC,USD,2022-12-20 21:30,16857.1,16879.7,16854,16876.6,393232.1324,23.31941151
KRAKEN,BTC,USD,2022-12-20 21:45,16876.7,16892.4,16876.7,16882.8,60693.74562,3.59471563
KRAKEN,BTC,USD,2022-12-20 22:00,16876,16910.9,16874.4,16905.3,43613.43326,2.58272012
KRAKEN,BTC,USD,2022-12-20 22:15,16902,16905.6,16858.2,16882.3,124665.2041,7.38365887
KRAKEN,BTC,USD,2022-12-20 22:30,16880.5,16882.4,16880.1,16880.2,60537.076,3.58586343
KRAKEN,BTC,USD,2022-12-20 22:45,16880.2,16897,16867.8,16872.4,278597.1684,16.50524863
KRAKEN,BTC,USD,2022-12-20 23:00,16872.4,16901.4,16872.3,16892.7,437738.9306,25.92937128
KRAKEN,BTC,USD,2022-12-20 23:15,16892.6,16918,16892.6,16917.1,154835.3478,9.15716708
KRAKEN,BTC,USD,2022-12-20 23:30,16915.1,16920.7,16897.2,16897.5,351145.5909,20.76557959
KRAKEN,BTC,USD,2022-12-20 23:45,16898.3,16910.2,16894.5,16904.8,248937.3006,14.7295394
KRAKEN,BTC,USD,2022-12-21 00:00,16897.4,16922.7,16875,16875.8,777105.6331,45.98403957
KRAKEN,BTC,USD,2022-12-21 00:15,16875.1,16890.4,16850.4,16885.8,160426.9538,9.5075868
KRAKEN,BTC,USD,2022-12-21 00:30,16885.8,16905.3,16863.3,16865.9,49339.15466,2.92085255
KRAKEN,BTC,USD,2022-12-21 00:45,16864.3,16864.5,16828,16841.9,179425.7603,10.65279117
KRAKEN,BTC,USD,2022-12-21 01:00,16841,16865.3,16831,16856.9,259743.8885,15.40987918
KRAKEN,BTC,USD,2022-12-21 01:15,16856.6,16874,16844.6,16850,35199.06136,2.08809803
KRAKEN,BTC,USD,2022-12-21 01:30,16848.1,16854.7,16845,16849.7,147889.153,8.7770325
KRAKEN,BTC,USD,2022-12-21 01:45,16849.8,16876,16849.7,16871.2,79177.33513,4.69836792
KRAKEN,BTC,USD,2022-12-21 02:00,16871.1,16871.8,16858.3,16871.7,55570.77098,3.29503228
KRAKEN,BTC,USD,2022-12-21 02:15,16871.8,16878.1,16855,16867.3,13174.68318,0.7810997
KRAKEN,BTC,USD,2022-12-21 02:30,16867.3,16867.3,16852.4,16864.1,90179.89208,5.34941038
KRAKEN,BTC,USD,2022-12-21 02:45,16862.9,16867.8,16849.7,16849.8,25476.94666,1.51153947
KRAKEN,BTC,USD,2022-12-21 03:00,16849.8,16853.1,16804.7,16822.1,531776.7117,31.6031895
KRAKEN,BTC,USD,2022-12-21 03:15,16822.2,16830,16822.1,16823.7,23426.14808,1.39228943
KRAKEN,BTC,USD,2022-12-21 03:30,16823.7,16830,16823.3,16830,34985.7808,2.07910007
KRAKEN,BTC,USD,2022-12-21 03:45,16830,16839.3,16829.9,16838.4,111152.1613,6.60342566
KRAKEN,BTC,USD,2022-12-21 04:00,16836.8,16838.5,16811.3,16811.3,320425.4352,19.0431941
KRAKEN,BTC,USD,2022-12-21 04:15,16811.4,16827.4,16787.3,16799.9,397717.873,23.67867716
KRAKEN,BTC,USD,2022-12-21 04:30,16799.9,16817.2,16796.6,16804.3,112072.9317,6.6667202
KRAKEN,BTC,USD,2022-12-21 04:45,16804.4,16820.9,16789,16797.2,27147.13841,1.61479142
KRAKEN,BTC,USD,2022-12-21 05:00,16797.3,16815.1,16777.9,16812.4,43119.61725,2.56611318
KRAKEN,BTC,USD,2022-12-21 05:15,16810.5,16827.1,16804.1,16819.5,30355.72881,1.8055473
KRAKEN,BTC,USD,2022-12-21 05:30,16823.5,16843,16819.5,16832,552709.3203,32.82659103
KRAKEN,BTC,USD,2022-12-21 05:45,16834.7,16845.6,16828.8,16834.3,70891.55932,4.21113206
KRAKEN,BTC,USD,2022-12-21 06:00,16835.5,16837.4,16830,16834.9,41679.84868,2.47566574
KRAKEN,BTC,USD,2022-12-21 06:15,16835,16849.6,16834.9,16839.8,25232.67363,1.49813019
KRAKEN,BTC,USD,2022-12-21 06:30,16839.2,16857,16834.9,16843.4,85393.91749,5.06835386
KRAKEN,BTC,USD,2022-12-21 06:45,16843.5,16843.5,16834.2,16840.1,104503.1331,6.20525972
KRAKEN,BTC,USD,2022-12-21 07:00,16840.1,16844.4,16822,16843.5,655401.8328,38.94063503
KRAKEN,BTC,USD,2022-12-21 07:15,16843.6,16845.9,16832.8,16836.5,20928.73743,1.24274077
KRAKEN,BTC,USD,2022-12-21 07:30,16836.6,16837.7,16824.9,16831.6,47071.54168,2.7963428
KRAKEN,BTC,USD,2022-12-21 07:45,16829.5,16834.3,16806.2,16817.9,1140008.473,67.78611514
KRAKEN,BTC,USD,2022-12-21 08:00,16817,16822.9,16805.8,16816.6,12582.99146,0.74837023
KRAKEN,BTC,USD,2022-12-21 08:15,16817.3,16821.8,16801,16811.2,25386.9232,1.50978038
KRAKEN,BTC,USD,2022-12-21 08:30,16811.6,16850.4,16807.9,16840.1,588981.2838,34.97296179
KRAKEN,BTC,USD,2022-12-21 08:45,16840.2,16893.1,16832.1,16866.6,506294.0481,30.03021591
KRAKEN,BTC,USD,2022-12-21 09:00,16867.3,16876.9,16864.1,16871.6,76713.89644,4.54629814
KRAKEN,BTC,USD,2022-12-21 09:15,16871.7,16874.1,16862.1,16863.2,139230.5544,8.25361522
KRAKEN,BTC,USD,2022-12-21 09:30,16863.2,16873.8,16850.4,16871.8,179688.8856,10.65728052
KRAKEN,BTC,USD,2022-12-21 09:45,16871.9,16879,16871.8,16878.8,94210.26427,5.58244902
KRAKEN,BTC,USD,2022-12-21 10:00,16878.9,16878.9,16866.3,16868.4,165205.5337,9.79301502
KRAKEN,BTC,USD,2022-12-21 10:15,16868.3,16879,16862.2,16879,141282.9365,8.37478888
KRAKEN,BTC,USD,2022-12-21 10:30,16878.9,16879,16871,16872.8,157085.4601,9.30873992
KRAKEN,BTC,USD,2022-12-21 10:45,16872.8,16874.5,16861.4,16866.3,72374.03629,4.28969878
KRAKEN,BTC,USD,2022-12-21 11:00,16864.3,16870.2,16864.3,16867,46212.46177,2.73966725
KRAKEN,BTC,USD,2022-12-21 11:15,16867.1,16867.1,16859.7,16860.2,55054.60206,3.26436258
KRAKEN,BTC,USD,2022-12-21 11:30,16862.2,16867.1,16852.1,16865.1,438664.6373,26.02259401
KRAKEN,BTC,USD,2022-12-21 11:45,16865.1,16892.2,16865.1,16879,214117.0452,12.68357147
KRAKEN,BTC,USD,2022-12-21 12:00,16879.7,16886.9,16861,16861,187937.6773,11.13195001
KRAKEN,BTC,USD,2022-12-21 12:15,16859.5,16859.5,16840.7,16849.8,129592.643,7.68879354
KRAKEN,BTC,USD,2022-12-21 12:30,16849.8,16851.2,16838,16851.1,81723.71273,4.85266499
KRAKEN,BTC,USD,2022-12-21 12:45,16848.9,16866.9,16838.4,16840.9,15322.14112,0.90886413
KRAKEN,BTC,USD,2022-12-21 13:00,16838.6,16851.1,16827.8,16849,537882.011,31.95010027
KRAKEN,BTC,USD,2022-12-21 13:15,16846.6,16855.2,16825.9,16833.7,124826.4608,7.41152442
KRAKEN,BTC,USD,2022-12-21 13:30,16830.4,16845,16819.8,16840.3,64474.66283,3.82941149
KRAKEN,BTC,USD,2022-12-21 13:45,16840.4,16850.9,16839.6,16845.8,84956.86934,5.0442913
KRAKEN,BTC,USD,2022-12-21 14:00,16845.9,16850.4,16845.8,16850.4,70982.61011,4.21289348
KRAKEN,BTC,USD,2022-12-21 14:15,16850.4,16865.2,16845,16861.8,1360149.48,80.71419134
KRAKEN,BTC,USD,2022-12-21 14:30,16861.6,16874.7,16840,16874.6,319571.6787,18.9546352
KRAKEN,BTC,USD,2022-12-21 14:45,16875.4,16921,16730.5,16785.8,2630182.406,156.5578165
KRAKEN,BTC,USD,2022-12-21 15:00,16793.8,16841.8,16766,16834.4,356906.162,21.217285
KRAKEN,BTC,USD,2022-12-21 15:15,16834.4,16849.9,16810.3,16828.1,763459.1366,45.33178008
KRAKEN,BTC,USD,2022-12-21 15:30,16828,16871.5,16821.4,16862.1,933307.7444,55.39230562
KRAKEN,BTC,USD,2022-12-21 15:45,16862.2,16865.3,16841.6,16861.2,274575.1927,16.29215388
KRAKEN,BTC,USD,2022-12-21 16:00,16861.2,16867.2,16842.4,16847.8,501470.2309,29.74777079
KRAKEN,BTC,USD,2022-12-21 16:15,16848.6,16849,16822.1,16828.7,185308.6319,11.00920435
KRAKEN,BTC,USD,2022-12-21 16:30,16828.8,16828.8,16801.8,16810.4,231136.9189,13.7446872
KRAKEN,BTC,USD,2022-12-21 16:45,16810.5,16813.3,16784.5,16786.6,605112.5472,36.02583912
KRAKEN,BTC,USD,2022-12-21 17:00,16786.6,16805.1,16773.6,16803.4,507802.0874,30.24488226
KRAKEN,BTC,USD,2022-12-21 17:15,16803.5,16809.7,16795.9,16803.3,167905.9553,9.99239021
KRAKEN,BTC,USD,2022-12-21 17:30,16802.2,16812,16801,16803,128803.5353,7.66403824
KRAKEN,BTC,USD,2022-12-21 17:45,16805,16817,16803.1,16816.8,204303.1801,12.15459135
KRAKEN,BTC,USD,2022-12-21 18:00,16815.1,16834.2,16814.1,16818,373170.8455,22.17883348
KRAKEN,BTC,USD,2022-12-21 18:15,16818.1,16818.1,16801.1,16806.7,88267.64331,5.25110342
KRAKEN,BTC,USD,2022-12-21 18:30,16806.8,16808.2,16786,16789.2,258542.894,15.38956451
KRAKEN,BTC,USD,2022-12-21 18:45,16789.2,16798.7,16777.7,16792.6,215756.2153,12.85061057
KRAKEN,BTC,USD,2022-12-21 19:00,16792.6,16805,16790.8,16799.6,376855.7405,22.43330886
KRAKEN,BTC,USD,2022-12-21 19:15,16799.8,16806.7,16780.3,16780.9,405203.8197,24.13213907
KRAKEN,BTC,USD,2022-12-21 19:30,16780.8,16793.5,16780.3,16784.1,236907.6653,14.11539538
KRAKEN,BTC,USD,2022-12-21 19:45,16784.1,16790.2,16729.9,16755.7,1348960.516,80.55968215
KRAKEN,BTC,USD,2022-12-21 20:00,16755.8,16756.7,16735.5,16754.2,1068182.113,63.78968543
KRAKEN,BTC,USD,2022-12-21 20:15,16754.7,16767.2,16754.5,16758.5,334709.9424,19.96548089
KRAKEN,BTC,USD,2022-12-21 20:30,16758.6,16773.1,16755.7,16772.3,121144.6302,7.2263937
KRAKEN,BTC,USD,2022-12-21 20:45,16772.4,16780.2,16765.7,16780.2,200642.1352,11.96183261
KRAKEN,BTC,USD,2022-12-21 21:00,16780.5,16796.8,16767.7,16790,562739.2359,33.54509842
KRAKEN,BTC,USD,2022-12-21 21:15,16790,16796.2,16785,16792.1,201134.0368,11.9782702
